px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
4.93896	-8.97368	-2.75606	-2.18735	-1.01968	5.09012	-9.06486	5.05	-8.95	1.8169	1.81688	1.8067
5.0429	-8.85162	-2.76166	-2.24873	-1.0218	5.1385	-8.8446	5.15	-8.85	1.81688	1.81688	0.5239
5.11876	-8.72854	-2.75481	-2.27463	-0.975353	5.21345	-8.63875	5.25	-8.7	1.8201	2.73014	1.746
5.20692	-8.59143	-2.77291	-2.2984	-0.930647	5.33853	-8.54729	5.35	-8.55	1.82008	2.73013	4.06565
5.29543	-8.47382	-2.76654	-2.32724	-0.895182	5.35874	-8.39385	5.4	-8.45	0.910244	1.82049	1.13861
5.40777	-8.36477	-2.77	-2.37671	-0.892939	5.46213	-8.36055	5.45	-8.35	0.910249	1.8205	0.170425
5.4693	-8.25196	-2.74727	-2.35954	-0.789759	5.63723	-8.3352	5.55	-8.2	1.99657	2.99484	10.6774
5.54507	-8.11933	-2.76233	-2.34977	-0.718423	5.63863	-8.05978	5.65	-8.05	1.99657	2.99485	6.72868
5.65657	-8.0138	-2.76434	-2.39162	-0.722082	5.69655	-7.84304	5.75	-7.95	1.81871	1.81872	0.380266
5.76034	-7.8887	-2.77473	-2.40132	-0.676283	5.84353	-7.85177	5.85	-7.85	1.81871	1.81871	2.76784
5.88211	-7.79076	-2.77933	-2.44689	-0.69003	5.9537	-7.7033	6	-7.75	2.72961	1.81974	0.367944
6.00873	-7.68317	-2.79055	-2.47204	-0.665753	6.14453	-7.66253	6.15	-7.65	2.72961	1.81974	1.61787
6.11145	-7.59151	-2.78394	-2.48648	-0.629983	6.27	-7.55894	6.25	-7.55	1.9992	1.9992	1.78484
6.22089	-7.48203	-2.79701	-2.48615	-0.578156	6.3386	-7.44193	6.35	-7.45	1.99918	1.99918	3.57128
6.33706	-7.38412	-2.79137	-2.50202	-0.547878	6.44365	-7.32743	6.45	-7.35	1.81911	1.81911	1.2641
6.46351	-7.27922	-2.80043	-2.51437	-0.517849	6.54947	-7.257	6.55	-7.25	1.81909	1.81909	1.26226
6.57447	-7.19433	-2.79692	-2.52924	-0.495574	6.71635	-7.22979	6.65	-7.15	1.99996	1.99996	0.939408
6.6822	-7.08081	-2.80968	-2.51186	-0.428788	6.7522	-7.03215	6.75	-7.05	1.99996	1.99996	4.69781
6.80305	-7.00299	-2.81458	-2.54305	-0.447191	6.81357	-6.96259	6.85	-7	1.99752	0.998765	0.519183
6.92507	-6.92963	-2.81523	-2.57167	-0.455972	6.95051	-6.93564	6.95	-6.95	1.99752	0.998765	0.105332
7.05272	-6.84605	-2.81301	-2.59267	-0.448948	7.00414	-6.76319	7.1	-6.85	2.73035	1.82023	0.158845
7.19135	-6.7626	-2.81887	-2.61294	-0.440075	7.25571	-6.75585	7.25	-6.75	2.73035	1.82023	0.285511
7.29803	-6.68257	-2.80641	-2.61067	-0.393633	7.28718	-6.59248	7.35	-6.65	2.0006	2.0006	3.44985
7.41269	-6.58512	-2.81475	-2.59717	-0.341161	7.42947	-6.54884	7.45	-6.55	2.00058	2.00058	2.58575
7.5358	-6.51386	-2.81609	-2.61561	-0.34331	7.58756	-6.53752	7.55	-6.5	1.99841	0.999204	0.0425097
7.6575	-6.44378	-2.81584	-2.63218	-0.342477	7.65263	-6.44325	7.65	-6.45	1.99838	0.999195	0.00177942
7.79828	-6.38735	-2.83054	-2.67571	-0.394741	7.78988	-6.37954	7.8	-6.4	2.99952	0.999844	5.08522
7.93013	-6.33166	-2.83076	-2.70371	-0.407179	7.95705	-6.33998	7.95	-6.35	2.99949	0.999829	0.175795
8.04464	-6.24885	-2.80555	-2.68376	-0.322641	8.1289	-6.31809	8.05	-6.25	1.81603	1.81603	14.8035
8.17637	-6.16377	-2.80827	-2.67975	-0.288569	8.15184	-6.14215	8.15	-6.15	1.81603	1.81603	0.988636
8.28873	-6.08088	-2.78644	-2.66206	-0.223117	8.12981	-5.95044	8.25	-6.05	1.81921	1.81921	8.64579
8.41132	-5.98412	-2.7887	-2.64179	-0.172828	8.34844	-5.95288	8.35	-5.95	1.81921	1.81921	2.23536
8.556	-5.91932	-2.7981	-2.66926	-0.210167	8.45627	-5.87026	8.5	-5.9	2.729	0.909673	3.01216
8.68694	-5.84381	-2.79665	-2.67274	-0.19821	8.64546	-5.83668	8.65	-5.85	2.72898	0.909661	0.195176
8.81874	-5.77334	-2.79284	-2.67991	-0.191884	8.68227	-5.68169	8.8	-5.75	2.72771	1.81848	0.356478
8.95196	-5.68464	-2.7988	-2.66597	-0.152778	8.95179	-5.66017	8.95	-5.65	2.72772	1.81848	1.23813
9.05587	-5.60916	-2.78085	-2.64645	-0.0977077	8.99196	-5.51961	9.05	-5.55	1.99939	1.9994	6.18551
9.16814	-5.50311	-2.79179	-2.60409	-0.0221691	9.15234	-5.45358	9.15	-5.45	1.9994	1.9994	4.96288
9.29194	-5.42021	-2.78507	-2.5949	-0.000963533	9.25593	-5.41629	9.25	-5.4	1.81776	0.90888	0.871548
9.41412	-5.33849	-2.78041	-2.59123	0.00377959	9.3462	-5.33648	9.35	-5.35	1.81776	0.908875	0.240324
9.5056	-5.23759	-2.74889	-2.54111	0.104594	9.35852	-5.15981	9.45	-5.2	1.81545	2.72317	19.0183
9.61486	-5.1153	-2.75738	-2.49126	0.173948	9.55586	-5.07162	9.55	-5.05	1.81542	2.72314	4.0834
9.72283	-5.01762	-2.74907	-2.46835	0.200024	9.60543	-4.91132	9.65	-4.95	1.82145	1.82147	1.29253
9.82247	-4.8851	-2.75921	-2.41108	0.272056	9.75218	-4.8384	9.75	-4.85	1.82146	1.82146	4.66229
9.93434	-4.78215	-2.75861	-2.39329	0.278619	10.0131	-4.84834	9.85	-4.75	1.81961	1.8196	0.213362
10.0329	-4.67035	-2.75629	-2.36653	0.295279	9.9571	-4.66087	9.95	-4.65	1.8196	1.8196	0.477686
10.127	-4.57283	-2.75429	-2.35064	0.296356	9.99978	-4.51909	10.05	-4.55	1.99827	1.99828	0.218094
10.2115	-4.45803	-2.75855	-2.31492	0.327986	10.1558	-4.43582	10.15	-4.45	1.99826	1.99826	1.11356
10.2973	-4.33986	-2.74927	-2.27989	0.360003	10.1567	-4.25503	10.25	-4.3	1.81693	2.72538	1.56397
10.3807	-4.20035	-2.75944	-2.22991	0.405832	10.3312	-4.16698	10.35	-4.15	1.81692	2.72536	2.25942
10.484	-4.08539	-2.76604	-2.22618	0.368829	10.3715	-4.04505	10.45	-4.05	1.81951	1.8195	2.07652
10.5702	-3.95489	-2.77085	-2.19438	0.38617	10.5551	-3.94162	10.55	-3.95	1.8195	1.81951	0.344125
10.671	-3.83536	-2.77752	-2.19023	0.353661	10.6459	-3.84961	10.65	-3.85	1.81817	1.81818	1.29432
10.7615	-3.72422	-2.76645	-2.18665	0.329221	10.746	-3.7455	10.75	-3.75	1.81816	1.81817	0.842247
10.8593	-3.60221	-2.77173	-2.17965	0.309533	10.9384	-3.6422	10.85	-3.6	1.81621	2.7243	0.478706
10.9417	-3.46607	-2.77956	-2.15047	0.327952	10.9457	-3.45027	10.95	-3.45	1.8162	2.7243	0.459139
10.9987	-3.32869	-2.76757	-2.09924	0.389678	11.1095	-3.32648	11	-3.3	0.908632	2.72588	4.57379
11.0645	-3.18221	-2.77698	-2.05973	0.416115	11.0435	-3.16012	11.05	-3.15	0.908632	2.72588	0.921122
11.1163	-3.04241	-2.76948	-2.01862	0.447317	10.9851	-2.95299	11.1	-3	0.909905	2.72971	1.1349
11.1702	-2.88673	-2.78363	-1.97252	0.47868	11.1542	-2.85724	11.15	-2.85	0.909888	2.72968	1.56961
11.174	-2.73268	-2.76336	-1.88642	0.583371	11.0233	-2.67356	11.15	-2.7	0	2.72847	10.3494
11.2033	-2.57678	-2.76917	-1.83776	0.605368	11.1324	-2.55807	11.15	-2.55	0	2.72844	0.887862
11.2131	-2.42346	-2.7608	-1.77027	0.666193	11.2541	-2.42353	11.15	-2.4	0	2.72732	3.39545
11.2278	-2.27121	-2.75977	-1.7252	0.67603	11.1569	-2.2658	11.15	-2.25	0	2.72732	0.31407
11.3201	-2.13202	-2.77647	-1.77567	0.523117	11.2203	-2.08998	11.25	-2.1	1.81905	2.72856	19.8264
11.3475	-1.9706	-2.79228	-1.73776	0.536362	11.3482	-1.94557	11.35	-1.95	1.81905	2.72856	1.02213
11.3021	-1.81097	-2.77827	-1.62617	0.675546	11.3928	-1.80815	11.3	-1.8	-0.90916	2.72747	14.7936
11.2972	-1.6532	-2.78316	-1.5802	0.68595	11.2389	-1.64141	11.25	-1.65	-0.909152	2.72745	0.401688
11.2992	-1.50027	-2.78369	-1.5455	0.681389	11.3341	-1.51762	11.25	-1.5	0	2.72321	0.0275236
11.2877	-1.34768	-2.7822	-1.50546	0.683893	11.2625	-1.34833	11.25	-1.35	0	2.72321	0.0342637
11.233	-1.19446	-2.77995	-1.41691	0.767542	11.3121	-1.19064	11.2	-1.2	-0.909524	2.72856	5.0616
11.1969	-1.04763	-2.77362	-1.3699	0.772341	11.1556	-1.0549	11.15	-1.05	-0.909524	2.72856	0.180095
11.0806	-0.902048	-2.77478	-1.23193	0.923329	10.9982	-0.893223	11.05	-0.9	-1.81945	2.72916	15.5203
11.02	-0.752495	-2.78616	-1.17836	0.924131	10.9445	-0.73319	10.95	-0.75	-1.81942	2.72913	0.844345
10.957	-0.612717	-2.78538	-1.12967	0.918906	10.8362	-0.586	10.9	-0.599999	-0.909839	2.72952	0.220292
10.8929	-0.46539	-2.8003	-1.08668	0.906708	10.8388	-0.441032	10.85	-0.449999	-0.909822	2.72949	1.07041
10.7297	-0.359856	-2.82224	-0.92485	1.08791	10.6309	-0.359954	10.7	-0.349999	-2.99538	1.99692	26.0814
10.6302	-0.250101	-2.82413	-0.864648	1.09221	10.5529	-0.247121	10.55	-0.25	-2.99539	1.99691	0.31315
10.5357	-0.132231	-2.81828	-0.820429	1.06557	10.4322	-0.19515	10.45	-0.2	-1.81715	0.908579	1.09512
10.3624	-0.0724314	-2.78871	-0.686178	1.16613	10.3505	-0.143257	10.35	-0.15	-1.81716	0.908579	9.57355
10.227	0.0151776	-2.79675	-0.603381	1.19523	10.2068	-0.109014	10.2	-0.0999996	-2.73194	0.910655	1.42696
10.0298	0.0324141	-2.77648	-0.44132	1.32683	10.0541	-0.0441275	10.05	-0.0499992	-2.73194	0.910655	12.0376
9.88873	0.0918268	-2.7766	-0.367129	1.3285	9.89001	0.00816785	9.9	9.49949e-07	-2.72481	0.908268	0.0808886
9.71293	0.0987338	-2.77251	-0.234429	1.41289	9.75876	0.0560308	9.75	0.0500011	-2.72477	0.90826	4.07689
9.57787	0.133459	-2.74989	-0.173311	1.38888	9.63528	0.0929341	9.65	0.100001	-1.81759	0.908784	9.02374
9.43998	0.153177	-2.74475	-0.0968149	1.39422	9.56967	0.149506	9.55	0.15	-1.81757	0.908775	0.83313
9.29712	0.16314	-2.73908	-0.0224876	1.39356	9.56225	0.148577	9.4	0.15	-2.72659	0	0.973093
9.15387	0.155927	-2.73583	0.0603346	1.40625	9.25348	0.150166	9.25	0.15	-2.72658	0	0.540583
9.00729	0.141694	-2.73265	0.136769	1.4063	9.0821	0.207802	9.1	0.2	-2.72925	0.909752	0.232005
8.87926	0.183232	-2.71228	0.131539	1.284	8.93575	0.243169	8.95	0.25	-2.72926	0.909752	8.69441
8.73557	0.160082	-2.71257	0.200374	1.28159	8.94634	0.26481	8.8	0.25	-2.72783	0	0.852512
8.59939	0.192379	-2.69127	0.190648	1.15902	8.64483	0.254352	8.65	0.25	-2.7278	0	8.99722
8.45384	0.161046	-2.69333	0.252463	1.1549	8.46866	0.251128	8.5	0.25	-2.72395	0	0.250228
8.31253	0.186165	-2.67216	0.236766	1.03104	8.35775	0.250149	8.35	0.25	-2.72395	0	9.38231
8.1706	0.149132	-2.67519	0.291016	1.02591	8.28111	0.196974	8.2	0.2	-2.73278	-0.910929	0.545562
8.02789	0.128752	-2.6683	0.316457	0.976777	8.03004	0.154113	8.05	0.15	-2.73279	-0.910929	1.4375
7.87078	0.0955205	-2.70991	0.338605	0.916637	7.74678	0.154598	7.85	0.15	-3.9992	0	26.3713
7.72591	0.0941188	-2.70344	0.326468	0.822757	7.63715	0.143302	7.65	0.15	-3.99916	0	5.65043
7.61054	0.0452316	-2.68701	0.376622	0.843175	7.61982	0.157052	7.55	0.15	-1.99868	0	4.10185
7.46397	0.0722766	-2.66916	0.321042	0.685574	7.43926	0.160393	7.45	0.15	-1.99866	0	16.4205
7.31984	0.0263441	-2.67666	0.352366	0.672763	7.34481	0.102019	7.3	0.100001	-2.72622	-0.908734	1.06157
7.1718	0.00849313	-2.66943	0.345292	0.602083	7.16771	0.0463372	7.15	0.0500011	-2.72623	-0.908734	3.08548
7.04702	-0.0478939	-2.65385	0.389589	0.624403	7.05721	-0.05037	7.05	-0.0499995	-1.81887	-1.81889	3.19402
6.9222	-0.12482	-2.65559	0.448317	0.663013	6.95035	-0.144849	6.95	-0.15	-1.81888	-1.81889	0.921
6.80715	-0.197203	-2.63914	0.50035	0.693154	6.87212	-0.243254	6.85	-0.25	-1.81792	-1.81792	3.40597
6.70052	-0.307231	-2.64335	0.586751	0.768485	6.76317	-0.34818	6.75	-0.35	-1.81792	-1.81792	3.82221
6.59202	-0.394307	-2.63465	0.638601	0.786221	6.75759	-0.453523	6.65	-0.45	-1.81881	-1.8188	0.962675
6.49638	-0.515938	-2.64003	0.723978	0.851025	6.56412	-0.553924	6.55	-0.549999	-1.81879	-1.81878	3.25128
6.40585	-0.621886	-2.62908	0.788017	0.882987	6.60438	-0.765755	6.45	-0.749999	-1.81971	-3.63941	2.25401
6.34106	-0.820544	-2.66965	0.952587	1.0604	6.36344	-0.942514	6.35	-0.949999	-1.81969	-3.63937	29.3108
6.31404	-0.957757	-2.6419	1.07697	1.20006	6.35624	-1.10001	6.35	-1.1	0	-2.99522	25.6093
6.28499	-1.14356	-2.68205	1.22042	1.32306	6.36321	-1.25111	6.35	-1.25	0	-2.99519	21.3066
6.25818	-1.29301	-2.67653	1.32261	1.37983	6.30992	-1.40686	6.35	-1.4	0	-2.72817	3.63672
6.2493	-1.47812	-2.71192	1.44776	1.44809	6.35537	-1.55723	6.35	-1.55	0	-2.72817	11.1915
6.24963	-1.62881	-2.70808	1.53888	1.46707	6.50996	-1.74616	6.35	-1.7	0	-2.72628	1.14686
6.26242	-1.79562	-2.7286	1.63909	1.49143	6.35448	-1.83673	6.35	-1.85	0	-2.72628	3.12397
6.26255	-1.941	-2.72715	1.69389	1.44057	6.38849	-2.02257	6.35	-2	0	-2.73154	3.1415
6.28832	-2.10259	-2.74922	1.77989	1.44703	6.35078	-2.13767	6.35	-2.15	0	-2.73152	2.09137
6.29212	-2.23435	-2.74589	1.81156	1.37616	6.28921	-2.27735	6.35	-2.3	0	-2.99503	5.12221
6.31129	-2.38743	-2.78266	1.87082	1.36019	6.33355	-2.43768	6.35	-2.45	0	-2.99503	3.97775
6.36042	-2.5321	-2.78437	1.94606	1.36212	6.30986	-2.56694	6.4	-2.6	0.909996	-2.73	0.10018
6.39482	-2.69783	-2.82408	1.99758	1.32819	6.45623	-2.7536	6.45	-2.75	0.91	-2.73	5.15011
6.4505	-2.83845	-2.82049	2.05457	1.30323	6.40481	-2.87127	6.5	-2.9	0.907593	-2.72277	0.740314
6.50741	-2.9895	-2.84008	2.10572	1.27498	6.54629	-3.01951	6.55	-3.05	0.907584	-2.72274	1.58049
6.56139	-3.12607	-2.82244	2.13426	1.20827	6.70928	-3.32749	6.55	-3.25	0	-3.63617	9.02275
6.52507	-3.33621	-2.8861	2.07396	1.04437	6.54763	-3.45513	6.55	-3.45	0	-3.63613	26.4415
6.58893	-3.47639	-2.87899	2.11339	1.01832	6.52015	-3.55608	6.6	-3.6	0.909673	-2.72901	1.06877
6.60256	-3.66178	-2.91113	2.09095	0.916589	6.64571	-3.73674	6.65	-3.75	0.909661	-2.72898	10.5568
6.67441	-3.8008	-2.90257	2.12689	0.893656	6.71319	-3.83967	6.75	-3.85	1.81795	-1.81795	1.1672
6.77297	-3.93328	-2.90665	2.18174	0.898228	6.85201	-3.93663	6.85	-3.95	1.81793	-1.81793	0.326093
6.87547	-4.06121	-2.90982	2.23474	0.900832	7.13409	-4.28567	6.9	-4.15	0.909979	-3.63994	1.34206
6.90208	-4.24616	-2.93188	2.1919	0.774351	6.9548	-4.32855	6.95	-4.35	0.909975	-3.6399	13.14
6.96966	-4.38141	-2.90577	2.20074	0.722449	7.00947	-4.44692	7	-4.45	0.907889	-1.81577	9.67875
7.04487	-4.52707	-2.91101	2.21279	0.68368	7.05586	-4.55105	7.05	-4.55	0.907881	-1.81576	1.12554
7.13532	-4.65521	-2.90452	2.24164	0.670482	7.15974	-4.75194	7.1	-4.7	0.909789	-2.72935	0.765868
7.20077	-4.80148	-2.9046	2.23988	0.618857	7.13261	-4.82718	7.15	-4.85	0.909777	-2.72933	1.7143
7.31094	-4.92375	-2.91534	2.28371	0.633877	7.2829	-5.01975	7.25	-5	1.81861	-2.72792	1.9126
7.36332	-5.09049	-2.9222	2.24545	0.529649	7.34301	-5.14642	7.35	-5.15	1.81859	-2.72789	6.49576
7.44088	-5.20622	-2.91038	2.25914	0.512161	7.32687	-5.26205	7.4	-5.3	0.999994	-3	1.6211
7.47304	-5.37619	-2.92046	2.19532	0.382253	7.46174	-5.44979	7.45	-5.45	0.999999	-3	10.8757
7.55575	-5.50754	-2.90997	2.20568	0.367154	7.47116	-5.48352	7.55	-5.55	1.81749	-1.81749	1.23297
7.64552	-5.64386	-2.91302	2.21365	0.348658	7.65989	-5.6552	7.65	-5.65	1.81747	-1.81747	0.255902
7.72959	-5.77359	-2.89988	2.21942	0.328358	7.78563	-5.85993	7.7	-5.8	0.909598	-2.72881	3.01327
7.7953	-5.92646	-2.90325	2.19532	0.268157	7.75276	-5.95823	7.75	-5.95	0.909594	-2.72878	2.21105
7.87793	-6.05659	-2.89362	2.2011	0.255648	7.79663	-6.00945	7.85	-6.05	1.81964	-1.81964	1.04778
7.97981	-6.17172	-2.88772	2.2324	0.282108	7.95034	-6.15505	7.95	-6.15	1.81962	-1.81962	0.569055
8.08686	-6.28287	-2.90573	2.26182	0.304486	8.04642	-6.30578	8.05	-6.3	1.99731	-2.99599	5.27748
8.15777	-6.41727	-2.91138	2.24209	0.253186	8.14855	-6.44643	8.15	-6.45	1.99732	-2.99598	1.70864
8.23389	-6.54511	-2.88731	2.23548	0.223606	8.26534	-6.60186	8.2	-6.55	0.909111	-1.81822	9.53931
8.32815	-6.66185	-2.87915	2.2554	0.237698	8.25279	-6.64996	8.25	-6.65	0.909111	-1.81822	0.522738
8.41477	-6.78523	-2.86884	2.26007	0.227432	8.2109	-6.73286	8.3	-6.8	0.90845	-2.72534	1.21309
8.47821	-6.92704	-2.86403	2.23612	0.178573	8.35448	-6.94719	8.35	-6.95	0.908442	-2.72531	1.80337
8.58753	-7.04974	-2.87556	2.25367	0.1891	8.61718	-7.22425	8.45	-7.1	1.81925	-2.72886	2.01085
8.64038	-7.2081	-2.87744	2.20614	0.107747	8.54666	-7.24803	8.55	-7.25	1.81924	-2.72886	3.97623
8.72966	-7.33563	-2.87359	2.20841	0.102648	8.69659	-7.3744	8.65	-7.35	1.82079	-1.8208	0.203215
8.82269	-7.45036	-2.86383	2.22741	0.124956	8.74711	-7.43338	8.75	-7.45	1.8208	-1.8208	0.797733
8.9061	-7.56383	-2.86334	2.23313	0.125778	8.68846	-7.50096	8.8	-7.6	0.997629	-2.99288	0.727715
8.94783	-7.71174	-2.86587	2.183	0.0461981	8.84984	-7.75349	8.85	-7.75	0.997629	-2.99288	4.1995
9.01343	-7.84313	-2.84641	2.16852	0.0229132	8.77486	-7.80083	8.9	-7.9	0.909127	-2.72742	4.33943
9.04526	-8.01691	-2.85311	2.0987	-0.0779967	8.94604	-8.07116	8.95	-8.05	0.909127	-2.7274	6.64499
9.09448	-8.15611	-2.83049	2.07129	-0.111968	8.92041	-8.11276	9	-8.15	0.909524	-1.81903	6.02138
9.16469	-8.27074	-2.80885	2.08907	-0.0719623	9.01893	-8.23506	9.05	-8.25	0.909516	-1.81902	3.25408
9.22773	-8.40601	-2.80054	2.07643	-0.0836942	9.04724	-8.3711	9.1	-8.4	0.909922	-2.72975	0.789292
9.28272	-8.53933	-2.78974	2.06608	-0.0877658	9.1628	-8.53304	9.15	-8.55	0.909913	-2.72976	0.794289
9.36205	-8.67282	-2.79836	2.07214	-0.068903	9.09379	-8.55764	9.25	-8.7	1.8169	-2.72535	3.51355
9.40674	-8.82791	-2.80394	2.03393	-0.116514	9.3508	-8.85468	9.35	-8.85	1.81688	-2.72532	1.60475
9.47001	-8.96625	-2.80102	2.02383	-0.121587	9.40597	-8.96981	9.4	-9	0.910219	-2.73069	0.0990525
9.5041	-9.12855	-2.81019	1.97662	-0.177621	9.45338	-9.162	9.45	-9.15	0.910228	-2.73069	2.3211
9.56077	-9.25808	-2.81197	1.96939	-0.174893	9.51544	-9.36256	9.5	-9.3	0.997908	-2.99371	0.135936
9.58766	-9.41245	-2.82622	1.92188	-0.229232	9.56994	-9.45148	9.55	-9.45	0.997908	-2.99372	2.78953
9.6097	-9.56202	-2.80761	1.8788	-0.275963	9.62711	-9.59131	9.6	-9.55	0.909971	-1.81993	5.64298
9.66541	-9.69479	-2.79517	1.88338	-0.247551	9.64603	-9.66938	9.65	-9.65	0.909954	-1.81992	1.13092
9.68744	-9.84311	-2.78217	1.847	-0.281366	9.63311	-9.79216	9.65	-9.8	0	-2.73054	2.42856
9.72236	-9.97998	-2.76744	1.83896	-0.268079	9.64842	-9.95866	9.65	-9.95	0	-2.73053	1.00914
9.7709	-10.112	-2.77475	1.84208	-0.24135	9.61381	-9.98703	9.7	-10.1	0.998187	-2.99456	2.21369
9.79645	-10.2473	-2.7727	1.82302	-0.249049	9.7516	-10.2483	9.75	-10.25	0.998187	-2.99455	0.113786
9.83842	-10.3943	-2.77539	1.81589	-0.238515	9.7698	-10.3568	9.8	-10.4	0.909806	-2.7294	0.331377
9.87333	-10.541	-2.77342	1.80333	-0.237312	9.8633	-10.5382	9.85	-10.55	0.909797	-2.72938	0.0174448
9.88288	-10.691	-2.76322	1.76545	-0.273604	9.8617	-10.6917	9.85	-10.7	0	-2.72718	2.15875
9.89469	-10.8456	-2.76579	1.73651	-0.290076	9.84674	-10.8547	9.85	-10.85	0	-2.72715	0.285536
9.89142	-10.9968	-2.75641	1.69558	-0.32483	9.75887	-10.887	9.85	-11	0	-2.72395	1.68053
9.90035	-11.1469	-2.75366	1.67304	-0.329282	9.86442	-11.1448	9.85	-11.15	0	-2.72395	0.0769465
9.90761	-11.2975	-2.75172	1.64829	-0.338699	9.87244	-11.316	9.85	-11.3	0	-2.73074	0.0973496
9.90395	-11.448	-2.74878	1.62137	-0.346954	9.85036	-11.4464	9.85	-11.45	0	-2.73075	0.1637
9.90756	-11.5992	-2.74815	1.59838	-0.353222	9.93142	-11.6783	9.85	-11.6	0	-2.72396	0.125525
9.89513	-11.7456	-2.73897	1.57209	-0.358922	9.83174	-11.7336	9.85	-11.75	0	-2.72396	0.442952
9.87399	-11.8821	-2.73473	1.53376	-0.387705	9.80843	-11.8702	9.8	-11.9	-1.0005	-3.00149	0.754132
9.84182	-12.0277	-2.74631	1.49448	-0.408725	9.75331	-12.0506	9.75	-12.05	-1.0005	-3.0015	1.26914
9.71111	-12.1746	-2.72729	1.34391	-0.593512	9.64519	-12.1714	9.65	-12.15	-1.81799	-1.81797	28.1513
9.64262	-12.2954	-2.68878	1.29369	-0.612286	9.55524	-12.2329	9.55	-12.25	-1.81797	-1.81797	6.50977
9.57959	-12.4348	-2.68737	1.23911	-0.641287	9.47014	-12.4324	9.45	-12.4	-1.82042	-2.73064	0.55394
9.48711	-12.5674	-2.68206	1.17671	-0.66791	9.34172	-12.5587	9.35	-12.55	-1.82041	-2.73063	1.35141
9.3596	-12.6795	-2.68266	1.05871	-0.789047	9.21558	-12.6577	9.25	-12.65	-1.99893	-1.99891	9.26925
9.25269	-12.7796	-2.66885	0.988513	-0.823427	9.16462	-12.7506	9.15	-12.75	-1.99891	-1.9989	1.92641
9.13893	-12.8931	-2.67224	0.906639	-0.876215	9.08802	-12.8351	9.05	-12.85	-1.81839	-1.81839	1.7732
9.00345	-12.9825	-2.65678	0.816752	-0.926573	8.95936	-12.9426	8.95	-12.95	-1.81838	-1.81838	2.99651
8.82642	-13.0599	-2.67649	0.662367	-1.08315	8.8569	-13.1416	8.8	-13	-2.72942	-0.909806	18.2461
8.65332	-13.1046	-2.65992	0.535467	-1.16846	8.65422	-13.0444	8.65	-13.05	-2.72941	-0.909806	6.83408
8.54078	-13.1713	-2.65731	0.48495	-1.155	8.49168	-13.0983	8.5	-13.15	-2.99987	-1.99991	0.279664
8.41508	-13.232	-2.66094	0.428823	-1.14908	8.3436	-13.2381	8.35	-13.25	-2.99984	-1.9999	0.304658
8.25341	-13.2565	-2.68801	0.301238	-1.26394	8.19421	-13.0768	8.25	-13.2	-1.99797	0.998985	15.2445
8.08106	-13.2287	-2.68333	0.150496	-1.38312	8.15674	-13.1486	8.15	-13.15	-1.99797	0.998985	12.9017
7.94519	-13.256	-2.67033	0.0990617	-1.34018	7.9999	-13.1879	8	-13.2	-2.73	-0.910004	2.94904
7.80169	-13.26	-2.66861	0.0190406	-1.35134	7.85314	-13.2533	7.85	-13.25	-2.73	-0.910004	0.211187
7.64831	-13.2486	-2.67855	-0.0721525	-1.38123	7.57824	-13.1345	7.65	-13.25	-3.62957	0	1.83154
7.49872	-13.2374	-2.67975	-0.141957	-1.37038	7.45422	-13.2433	7.45	-13.25	-3.62953	0	0.165406
7.35644	-13.2189	-2.67015	-0.20265	-1.34186	7.33241	-13.2718	7.3	-13.25	-2.7301	0	2.0038
7.20929	-13.2096	-2.66874	-0.245272	-1.29309	7.13166	-13.2372	7.15	-13.25	-2.73007	0	1.91104
7.06782	-13.1755	-2.66075	-0.304197	-1.26752	6.97467	-13.1643	7	-13.25	-2.72703	0	1.98327
6.92028	-13.1812	-2.65296	-0.308503	-1.16562	6.84852	-13.2404	6.85	-13.25	-2.727	0	7.73023
6.7825	-13.1324	-2.65388	-0.373053	-1.16694	6.7113	-13.2598	6.7	-13.2	-2.72742	0.909144	0.171057
6.63295	-13.1146	-2.65065	-0.388361	-1.08896	6.55626	-13.1584	6.55	-13.15	-2.72742	0.909144	4.37251
6.49689	-13.0527	-2.65527	-0.452094	-1.09646	6.32545	-12.9303	6.4	-13.1	-2.72703	0.908994	0.65555
6.34767	-13.0147	-2.65649	-0.474091	-1.03454	6.25112	-13.0473	6.25	-13.05	-2.727	0.908995	2.75251
6.21774	-12.9483	-2.65271	-0.524081	-1.01991	6.09711	-13.0021	6.1	-13	-2.73	0.910004	0.870537
6.06356	-12.9142	-2.65376	-0.524472	-0.931184	5.95513	-12.9613	5.95	-12.95	-2.72998	0.909996	5.348
5.94974	-12.8485	-2.65021	-0.565672	-0.920227	5.89343	-13.1185	5.8	-12.9	-2.99275	0.99759	1.03386
5.80792	-12.8028	-2.65758	-0.571597	-0.856547	5.6635	-12.8347	5.65	-12.85	-2.99275	0.99758	3.24701
5.68635	-12.7209	-2.65898	-0.619115	-0.858169	5.61778	-12.8527	5.55	-12.75	-1.81993	1.81994	0.227869
5.55799	-12.6298	-2.66872	-0.667607	-0.860592	5.45219	-12.6228	5.45	-12.65	-1.81994	1.81994	0.634123
5.44197	-12.5351	-2.67224	-0.715914	-0.863065	5.30917	-12.4284	5.35	-12.55	-1.81722	1.81723	0.353173
5.3208	-12.4408	-2.67799	-0.754337	-0.849712	5.25069	-12.4448	5.25	-12.45	-1.81721	1.81721	0.296543
